date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:27:18	73890/73890	---MCZ	200	added ('OK')	text/css	etag:W/%227441465cab20b640d4156626d19cc63e%22	https://use.fontawesome.com/releases/v6.7.2/css/all.css?wpfas=true	C:/My%20Web%20Sites/garfagnanafishing%20direct/use.fontawesome.com/releases/v6.7.2/css/all4efe.css	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:18	500479/500479	---MCZ	200	added ('OK')	text/css	etag:W/%227a2ff-67ace510-d7cfd3368d85db08;br%22	https://garfagnanadream.it/wp-content/uploads/dynamic_avia/avia-merged-styles-043858575592a7a83700d4d455274115---67ace510ea0eb.css	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/dynamic_avia/avia-merged-styles-043858575592a7a83700d4d455274115---67ace510ea0eb.css	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:18	89496/89496	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215d98-60a13a38-5663ac19c54d84be;br%22	https://garfagnanadream.it/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-includes/js/jquery/jquery.min9d52.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:18	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%222bd8-60a13a38-31e3737b5c4d4675;br%22	https://garfagnanadream.it/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:18	1665/1665	---MCZ	200	added ('OK')	application/javascript	etag:W/%22681-62cbe652-ff2146964cfc14fe;br%22	https://garfagnanadream.it/wp-content/plugins/geodir_custom_posts/assets/js/widget.min.js?ver=2.2	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodir_custom_posts/assets/js/widget.mindc8c.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:19	108448/108448	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a7a0-62cbe673-23282b2b9cc0efd;br%22	https://garfagnanadream.it/wp-content/plugins/geodirectory/assets/js/select2/select2.full.min.js?ver=4.0.4	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodirectory/assets/js/select2/select2.full.min5fc8.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:19	136816/136816	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221670-62cbe674-d7448e9315de15a;br%22	https://garfagnanadream.it/wp-content/plugins/geodirectory/vendor/ayecode/wp-ayecode-ui/assets/js/bootstrap.bundle.min.js?ver=0.1.72	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodirectory/vendor/ayecode/wp-ayecode-ui/assets/js/bootstrap.bundle.min852c.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:19	48376/48376	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bcf8-62cbe673-d37558ef6d545c4c;br%22	https://garfagnanadream.it/wp-content/plugins/geodirectory/assets/js/geodirectory.min.js?ver=2.2.8	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodirectory/assets/js/geodirectory.min7888.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:19	20787/20787	---MCZ	200	added ('OK')	application/javascript	etag:W/%225133-60a13a38-e49b44f4023062e0;br%22	https://garfagnanadream.it/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-includes/js/jquery/ui/core.min35d0.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:20	36148/36148	---MCZ	200	added ('OK')	application/javascript	etag:W/%228d34-60a13a38-dd6385678ae8d4f0;br%22	https://garfagnanadream.it/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.12.1	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-includes/js/jquery/ui/datepicker.min35d0.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:20	3380/3380	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d34-60a13a38-5b844d7f97ab018f;br%22	https://garfagnanadream.it/wp-includes/js/jquery/ui/mouse.min.js?ver=1.12.1	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-includes/js/jquery/ui/mouse.min35d0.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:20	10712/10712	---MCZ	200	added ('OK')	application/javascript	etag:W/%2229d8-60a13a38-caefb5d5194a2320;br%22	https://garfagnanadream.it/wp-includes/js/jquery/ui/slider.min.js?ver=1.12.1	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-includes/js/jquery/ui/slider.min35d0.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:20	48788/48788	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be94-62cbe673-862e5471ed00e73;br%22	https://garfagnanadream.it/wp-content/plugins/geodirectory/assets/js/jquery.ui.timepicker.min.js?ver=2.2.8	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodirectory/assets/js/jquery.ui.timepicker.min7888.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:20	26572/26572	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267cc-62cbe663-7d4a6a64e5dc7634;br%22	https://garfagnanadream.it/wp-content/plugins/geodir_advance_search_filters/assets/js/script.min.js?ver=2.2.5	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodir_advance_search_filters/assets/js/script.min5bf8.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:21	8082/8082	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f92-62cbe652-f2d9ca904782aab9;br%22	https://garfagnanadream.it/wp-content/plugins/geodir_custom_posts/assets/js/script.min.js?ver=2.2	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodir_custom_posts/assets/js/script.mindc8c.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:21	4283/4283	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210bb-62cbe768-dec319c4726c84d4;br%22	https://garfagnanadream.it/wp-content/plugins/geodir_location_manager/assets/js/location-common.min.js?ver=2.2.4	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/plugins/geodir_location_manager/assets/js/location-common.minac31.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:21	41786/41786	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Aug%202025%2008:27:26%20GMT	https://garfagnanadream.it/wp-content/uploads/2019/12/favicon-80x80.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2019/12/favicon-80x80.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:22	307818/307818	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2007%20Aug%202025%2008:27:26%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/garfagnanafishing%20direct/connect.facebook.net/en_US/fbevents.js	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:22	41793/41793	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Aug%202025%2008:27:27%20GMT	https://garfagnanadream.it/garfagnana-fishing/OneSignalSDKUpdaterWorker.js.php	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/garfagnana-fishing/OneSignalSDKUpdaterWorker.js.php	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:23	41786/41786	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Aug%202025%2008:27:28%20GMT	https://garfagnanadream.it/garfagnana-fishing/OneSignalSDKWorker.js.php	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/garfagnana-fishing/OneSignalSDKWorker.js.php	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:23	42400/42400	---M--	200	added ('OK')	image/png	etag:%22a5a0-617a75e7-e3665286953214;;;%22	https://garfagnanadream.it/wp-content/uploads/2020/06/cropped-logo_garfagnana_dream_cuore_tondo-300x300.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2020/06/cropped-logo_garfagnana_dream_cuore_tondo-300x300.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:24	551748/551748	---M--	200	added ('OK')	image/jpeg	etag:%2286b44-6790c003-795acf91657e9ef0;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/Garfagnana_Fishing_6.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/Garfagnana_Fishing_6.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:24	59943/59943	---M--	200	added ('OK')	image/png	etag:%22ea27-6790c2c8-76f5419589a4a9b8;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/garfagnanafishinglogogreen-05-300x300.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/garfagnanafishinglogogreen-05-300x300.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:24	3560/3560	---M--	200	added ('OK')	image/png	etag:%22de8-661ff536-c876154ce8e078ca;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/04/01-1-300x178.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/04/01-1-300x178.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:24	15613/15613	---M--	200	added ('OK')	image/png	etag:%223cfd-67acb914-6aeedbcad5a5c0e2;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/02/disponibile-su-google-play-store-300x116.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/02/disponibile-su-google-play-store-300x116.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:24	19724/19724	---M--	200	added ('OK')	image/jpeg	etag:%224d0c-67acb912-cc0b88879c25fe0c;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/02/disponibile-su-apple-app-store-300x116.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/02/disponibile-su-apple-app-store-300x116.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:25	4424/4424	---M--	200	added ('OK')	image/png	etag:%221148-661ff536-b638b0928bf0f478;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/04/02-1-300x150.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/04/02-1-300x150.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:26	2330433/2330433	---M--	200	added ('OK')	image/jpeg	etag:%22238f41-67acc025-56390c84c01db4ac;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/02/ZRS-Alto-Serchio.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/02/ZRS-Alto-Serchio.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:26	4397/4397	---M--	200	added ('OK')	image/png	etag:%22112d-661ff537-2e4c028279a6e26e;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/04/03-1-300x152.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/04/03-1-300x152.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:26	572943/572943	---M--	200	added ('OK')	image/jpeg	etag:%228be0f-67d1baae-49fd8e6d1e8523c4;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/03/incubatoio-garfagnanafishing-fosciandora.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/03/incubatoio-garfagnanafishing-fosciandora.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:26	1800426/1800426	---M--	200	added ('OK')	image/jpeg	etag:%221b78ea-67acc022-465360a01d46e45f;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/02/ZRS-Isola-Santa.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/02/ZRS-Isola-Santa.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:26	155361/155361	---M--	200	added ('OK')	image/png	etag:%2225ee1-6790bf7e-f98ac970b1b3a6dc;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/moscaclubluccalogocolor-300x300.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/moscaclubluccalogocolor-300x300.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:27	258640/258640	---M--	200	added ('OK')	image/jpeg	etag:%223f250-6790c01f-fe85c3414d0cc2f1;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/Garfagnana_Fishing_15.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/Garfagnana_Fishing_15.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:27	3696/3696	---M--	200	added ('OK')	image/png	etag:%22e70-661ff538-f143a5bfa2b5e3bd;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/04/04-1-300x141.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/04/04-1-300x141.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:27	207588/207588	---M--	200	added ('OK')	image/jpeg	etag:%2232ae4-678b8a84-c70bd16918cdaa3f;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-5-705x397.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-5-705x397.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:27	207588/207588	---M--	200	added ('OK')	image/jpeg	etag:%2232ae4-678b8a83-fb1a0753859c55f6;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-4-705x397.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-4-705x397.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:27	207588/207588	---M--	200	added ('OK')	image/jpeg	etag:%2232ae4-678b8a82-595365d664fcb9ea;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-3-705x397.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-3-705x397.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:28	207588/207588	---M--	200	added ('OK')	image/jpeg	etag:%2232ae4-678b8a80-f325f82f07e56682;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-2-705x397.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-2-705x397.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:28	207588/207588	---M--	200	added ('OK')	image/jpeg	etag:%2232ae4-678b8a7f-4b13a21d95daddbb;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-1-705x397.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/01/FPlbpgOT6YA-HD-1-705x397.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:28	4356/4356	---M--	200	added ('OK')	image/png	etag:%221104-661ff538-a5651c3ba2e471e8;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/04/05-2-300x150.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/04/05-2-300x150.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:28	234531/234531	---M--	200	added ('OK')	image/jpeg	etag:%2239423-663632a6-568aa46663b7791f;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-guide-di-pesca-alessio-pericoli.jpeg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-guide-di-pesca-alessio-pericoli.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:29	293176/293176	---M--	200	added ('OK')	image/jpeg	etag:%2247938-66363369-2ead65d6e8965cad;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-04-at-15.07.24.jpeg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-04-at-15.07.24.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:29	898433/898433	---M--	200	added ('OK')	image/jpeg	etag:%22db581-647af2a3-241aacb0ddf1483d;;;%22	https://garfagnanadream.it/wp-content/uploads/2023/06/Foto-Isaiaguida-pesca-garfagnana-turismo.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2023/06/Foto-Isaiaguida-pesca-garfagnana-turismo.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:29	237934/237934	---M--	200	added ('OK')	image/jpeg	etag:%223a16e-664f17d1-d898b55df56efd18;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-lorenzo-focacci-guida-spinning.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-lorenzo-focacci-guida-spinning.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:29	281083/281083	---M--	200	added ('OK')	image/jpeg	etag:%22449fb-67e58e2a-ddd64a87d0335bd4;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/03/guida_pesca_garfagnanadream_garfagnanafishing.jpeg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/03/guida_pesca_garfagnanadream_garfagnanafishing.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:29	135617/135617	---M--	200	added ('OK')	image/jpeg	etag:%22211c1-663604b3-9074d7143eb87de6;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-ristorante-il-baretto.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-ristorante-il-baretto.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:30	208327/208327	---M--	200	added ('OK')	image/png	etag:%2232dc7-67d1df5f-6ea1bd546a590290;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/03/labottegadelfattore.png	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/03/labottegadelfattore.png	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:30	44572/44572	---M--	200	added ('OK')	image/jpeg	etag:%22ae1c-68245a38-81fefb5edb88285e;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/05/Davys-bar-garfagnana-fishing-garfagnanadream.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/05/Davys-bar-garfagnana-fishing-garfagnanadream.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:30	376312/376312	---M--	200	added ('OK')	image/jpeg	etag:%225bdf8-68245c04-d49192074383c282;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/05/Panigacceria-garfagnana-fishing-garfagnandream.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/05/Panigacceria-garfagnana-fishing-garfagnandream.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:30	54518/54518	---M--	200	added ('OK')	image/jpeg	etag:%22d4f6-68245d32-f4d78c9ff740d47d;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/05/cantina-bravi-garfagnana-fishing-garfagnanfoto-300x225.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/05/cantina-bravi-garfagnana-fishing-garfagnanfoto-300x225.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:30	73768/73768	---M--	200	added ('OK')	image/jpeg	etag:%2212028-68245f8f-8e5e4eb9eba810b4;;;%22	https://garfagnanadream.it/wp-content/uploads/2025/05/borgo-biaia-garfagnana-fishing-garfagnanadream-300x266.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2025/05/borgo-biaia-garfagnana-fishing-garfagnanadream-300x266.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:31	190404/190404	---M--	200	added ('OK')	image/jpeg	etag:%222e7c4-66360b38-8335b2de4cfff13d;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-ristorante-il-prisco.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-ristorante-il-prisco.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:31	416811/416811	---M--	200	added ('OK')	image/jpeg	etag:%2265c2b-66360e20-5830b69435a6cdec;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-il-ristoro-del-venturo.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-il-ristoro-del-venturo.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
10:27:31	352830/352830	---M--	200	added ('OK')	image/jpeg	etag:%225623e-66360f94-93f2c85c76dd9257;;;%22	https://garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-il-osteria-le-verrucole.jpg	C:/My%20Web%20Sites/garfagnanafishing%20direct/garfagnanadream.it/wp-content/uploads/2024/05/garfagnana-il-paradiso-della-pesca-il-osteria-le-verrucole.jpg	(from https://garfagnanadream.it/garfagnana-fishing/)
